Branch,Zone,Service_Dealer_Type,Main_Outlet_code,Region_description,Name_1,City,Company_Code,Company_Name,Description
EN10,EAST,III,ES02,EAST 1,MG HAZARIBAGH,HAZARIBAGH,SING,SINGHANIA FUTURE PVT. LTD,JHARKHAND
ES02,EAST,,ES02,EAST 2,MG RANCHI,RANCHI,SING,SINGHANIA FUTURE PVT. LTD,JHARKHAND
EW02,EAST,II,EW02,EAST 2,MG RANCHI SERVICE,RANCHI,SING,SINGHANIA FUTURE PVT. LTD,JHARKHAND
EX02,EAST,,ES02,EAST 2,MG RANCHI EXPERIA,RANCHI,SING,SINGHANIA FUTURE PVT. LTD,JHARKHAND
EU05,EAST,III,E304,EAST 2,MG DEOGHAR,DEOGHAR,SING,SINGHANIA FUTURE PVT. LTD,JHARKHAND
EU09,EAST,,ES02,EAST 2,MG DALTONGANJ,DALTONGANJ,SING,SINGHANIA FUTURE PVT. LTD,JHARKHAND
S318,SOUTH,III,S318,SOUTH 1,"MG JOSHI CARS, VIJAYPUR",VIJAYAPURA,JCPL,JOSHI CARS PVT LTD,KARNATAKA
BL01,DIRECT SALES,,BL01,DIRECT SALES,BLU-SMART PREMIUM FLEET PVT LTD,BENGALURU,BL01,BLU-SMART PREMIUM FLEET PVT LTD,KARNATAKA
SS24,SOUTH,,SS24,SOUTH 1,MG BENGALURU MAGADI ROAD,BENGALURU,ARTH,KSIRI MOBILITY SOLUTIONS PRIVATE LIMITED,KARNATAKA
SW19,SOUTH,,SW19,SOUTH 1,MG BANGALORE PEENYA SERVICE,BENGALURU,ARTH,KSIRI MOBILITY SOLUTIONS PRIVATE LIMITED,KARNATAKA
S311,SOUTH,III,S311,SOUTH 1,MG HUBLI,HUBLI,BELL,BELLAD AND COMPANY PVT LTD,KARNATAKA
SN28,SOUTH,III,SN28,SOUTH 1,MG BELGAUM,BELGAUM,BELL,BELLAD AND COMPANY PVT LTD,KARNATAKA
SN31,SOUTH,III,SN31,SOUTH 1,MG GULBARGA,GULBARGA,BELL,BELLAD AND COMPANY PVT LTD,KARNATAKA
SU09,SOUTH,III,S311,SOUTH 1,"MG BELLAD, HOSPET SALES & SERV",HOSPET,BELL,BELLAD AND COMPANY PVT LTD,KARNATAKA
SS12,SOUTH,,SS12,SOUTH 1,MG SHIMOGA,SHIMOGA,CMPL,CAUVERY MOTORS PRIVATE LTD,KARNATAKA
SW11,SOUTH,III,SW11,SOUTH 1,MG SHIMOGA SERVICE,SHIMOGA,CMPL,CAUVERY MOTORS PRIVATE LTD,KARNATAKA
SU03,SOUTH,,SU03,SOUTH 1,"MG CAUVERY MOTORS, DAVANAGERE",DAVANAGERE,CMPL,CAUVERY MOTORS PRIVATE LTD,KARNATAKA
S304,SOUTH,III,S304,SOUTH 1,MG MYSORE,MYSORE,DYUT,DYUTHI AUTOMOBILES,KARNATAKA
SN09,SOUTH,III,SN09,SOUTH 1,MG HASAN,HASSAN,DYUT,DYUTHI AUTOMOBILES,KARNATAKA
S312,SOUTH,III,S312,SOUTH 1,MG MANGALORE,MANGALORE,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SE01,SOUTH,,SE01,SOUTH 1,MG BANGALORE CHORD ROAD,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SE02,SOUTH,,SE02,SOUTH 1,MG BANGALORE ORR,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SE03,SOUTH,,SE03,SOUTH 1,MG BANGALORE JP NAGAR,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SN02,SOUTH,III,SS02,SOUTH 1,MG TUMKUR,TUMKUR,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SN10,SOUTH,III,SN10,SOUTH 1,MG MANGALORE,MANGALORE,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SN22,SOUTH,I+,SS03,SOUTH 1,MG MYSORE ROAD,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SN30,SOUTH,III,SN30,SOUTH 1,MG UDUPI,UDUPI,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SS02,SOUTH,,SS02,SOUTH 1,MG BANGALORE KALYAN NAGAR,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SS03,SOUTH,,SS03,SOUTH 1,MG BANGALORE ELECTRONIC CITY,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SS07,SOUTH,,SS07,SOUTH 1,MG DIGITAL STUDIO,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SS11,SOUTH,,SS11,SOUTH 1,MG BANGALORE CENTRAL,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SS17,SOUTH,I+,SS17,SOUTH 1,MG MYSORE ROAD,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SW02,SOUTH,I+,SW02,SOUTH 1,MG BANGALORE NORTH SERVICE,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SW03,SOUTH,I+,SW03,SOUTH 1,MG BANGALORE EC SERVICE,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SW08,SOUTH,I+,SW08,SOUTH 1,MG MAHADEVPURA SERVICE,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SW14,SOUTH,I+,SW14,SOUTH 1,MG MYSORE ROAD SERVICE,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SW22,SOUTH,,SW22,SOUTH 1,MG JUBILANT MOTOR- BODYSHOP,BENGALURU,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SU05,SOUTH,,SU05,SOUTH 1,MG TUMKUR,TUMKUR,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,KARNATAKA
SN19,SOUTH,III,SS04,SOUTH 2,MG GULBARGA,GULBARGA,RAAM,RAAM4WHEELERS LLP,KARNATAKA
S306,SOUTH,II,S306,SOUTH 1,MG COCHIN,COCHIN,COAS,COASTLINE GARAGES INDIA,KERALA
S308,SOUTH,III,S308,SOUTH 1,MG THRISSUR,THRISSUR,COAS,COASTLINE GARAGES INDIA,KERALA
S313,SOUTH,III,S313,SOUTH 1,MG KOTTAYAM,KOTTAYAM,COAS,COASTLINE GARAGES INDIA,KERALA
SN01,SOUTH,III,S306,SOUTH 1,MG ALAPPUZHA,ALAPPUZHA,COAS,COASTLINE GARAGES INDIA,KERALA
SN04,SOUTH,III,S306,SOUTH 1,MG MUVATTUPUZHA,MUVATTUPUZHA,COAS,COASTLINE GARAGES INDIA,KERALA
SN05,SOUTH,III,SS10,SOUTH 1,MG PALAKKAD,PALAKKAD,COAS,COASTLINE GARAGES INDIA,KERALA
SN07,SOUTH,III,SN07,SOUTH 1,MG MALAPPURAM,MALAPPURAM,COAS,COASTLINE GARAGES INDIA,KERALA
SN11,SOUTH,III,SN11,SOUTH 1,MG KOTTAYAM,KOTTAYAM,COAS,COASTLINE GARAGES INDIA,KERALA
SS06,SOUTH,,SS06,SOUTH 1,MG CALICUT,CALICUT,COAS,COASTLINE GARAGES INDIA,KERALA
SS10,SOUTH,,SS10,SOUTH 1,MG PALAKKAD,PALAKKAD,COAS,COASTLINE GARAGES INDIA,KERALA
SW06,SOUTH,III,SW06,SOUTH 1,MG CALICUT SERVICE,CALICUT,COAS,COASTLINE GARAGES INDIA,KERALA
SU04,SOUTH,I,S306,SOUTH 2,MG COASTLINE THODUPUZHA - SALE,COCHIN,COAS,MG COASTLINE GARAGES,KERALA
SU02,SOUTH,I,S306,SOUTH 2,"MG COASTLINE GARAGES, ALLEPPEY",COCHIN,COAS,"MG COASTLINE GARAGES, ALLEPPEY",KERALA
S317,SOUTH,III,S317,SOUTH 1,MG KANNUR,KANNUR,FAPL,FORTUNE MALAYALAM AUTOMOB,KERALA
SN35,SOUTH,III,SN35,SOUTH 1,MG KOLLAM,KOLLAM,FAPL,FORTUNE MALAYALAM AUTOMOB,KERALA
SS16,SOUTH,,SS16,SOUTH 1,MG TRIVANDRUM CENTRAL,TRIVANDRUM,FAPL,FORTUNE MALAYALAM AUTOMOB,KERALA
SS21,SOUTH,,SS21,SOUTH 1,MG COCHIN VYTTILA,COCHIN,FAPL,FORTUNE MALAYALAM AUTOMOB,KERALA
SW13,SOUTH,II,SW13,SOUTH 1,MG TRIVANDRUM CENTRAL SERVICE,TRIVANDRUM,FAPL,FORTUNE MALAYALAM AUTOMOB,KERALA
SW18,SOUTH,,SW18,SOUTH 1,MG COCHIN VYTTILA SERVICE,KOCHI,FAPL,FORTUNE MALAYALAM AUTOMOB,KERALA
SU01,SOUTH,,SU01,SOUTH 1,MG THIRUVALLA,THIRUVALLA,FAPL,FORTUNE MALAYALAM AUTOMOB,KERALA
SX01,SOUTH,,SX01,SOUTH 1,MG FAPL TRIVANDRUM EXPERIA,TRIVANDRUM,FAPL,FORTUNE MALAYALAM AUTOMOB,KERALA
S307,SOUTH,II,S307,SOUTH 1,MG TRIVANDRUM,TRIVANDRUM,POWH,POTHEN WHEELS PVT LTD,KERALA
SN08,SOUTH,III,SN08,SOUTH 1,MG PATHNAMITHA,PATHNAMITHA,POWH,POTHEN WHEELS PVT LTD,KERALA
SN14,SOUTH,III,S307,SOUTH 1,MG KOLLAM,KOLLAM,POWH,POTHEN WHEELS PVT LTD,KERALA
SN21,SOUTH,III,SN21,SOUTH 1,MG KOLLAM,KOLLAM,POWH,POTHEN WHEELS PVT LTD,KERALA
SW07,SOUTH,II,SW07,SOUTH 1,MG TRIVANDRUM SERVICE,TRIVANDRUM,POWH,POTHEN WHEELS PVT LTD,KERALA
W313,WEST,,W313,WEST 2,MG SATNA,SATNA,DSAP,DS AUTOMOTIVE PRIVATE LTD,MADHYA PRADESH
W315,WEST,III,W315,WEST 2,MG RATLAM,RATLAM,HCPL,HRIDAY CARS PVT. LTD.,MADHYA PRADESH
W310,WEST,,W310,WEST 2,MG INDORE,INDORE,AERO,AEROMARK CARS PVT LTD,MADHYA PRADESH
W311,WEST,,W311,WEST 2,MG BHOPAL,BHOPAL,AERO,AEROMARK CARS PVT LTD,MADHYA PRADESH
WN35,WEST,,WN35,WEST 2,MG UJJAIN,UJJAIN,AERO,AEROMARK CARS PVT LTD,MADHYA PRADESH
WW19,WEST,II,WW19,WEST 2,MG BHOPAL SERVICE,BHOPAL,AERO,AEROMARK CARS PVT LTD,MADHYA PRADESH
WW20,WEST,II,WW20,WEST 2,MG INDORE SERVICE,INDORE,AERO,AEROMARK CARS PVT LTD,MADHYA PRADESH
WN04,WEST,III,WS08,WEST 2,MG RATLAM,RATLAM,HRID,HRIDAY CARS PVT. LTD,MADHYA PRADESH
WS08,WEST,,WS08,WEST 2,MG INDORE,INDORE,HRID,HRIDAY CARS PVT. LTD,MADHYA PRADESH
WS09,WEST,,WS09,WEST 2,MG BHOPAL,BHOPAL,HRID,HRIDAY CARS PVT. LTD,MADHYA PRADESH
WW08,WEST,II,WW08,WEST 2,MG BHOPAL SERVICE,BHOPAL,HRID,HRIDAY CARS PVT. LTD,MADHYA PRADESH
WW10,WEST,II,WW10,WEST 2,MG INDORE SERVICE,INDORE,HRID,HRIDAY CARS PVT. LTD,MADHYA PRADESH
W306,WEST,III,W306,WEST 2,MG JABALPUR,JABALPUR,KHAT,KHATWANI MOTORS PVT LTD,MADHYA PRADESH
WN23,WEST,III,W306,WEST 2,MG SATNA,SATNA,KHAT,KHATWANI MOTORS PVT LTD,MADHYA PRADESH
WN24,WEST,III,W306,WEST 2,MG CHHATARPUR,CHHATARPUR,KHAT,KHATWANI MOTORS PVT LTD,MADHYA PRADESH
WN25,WEST,III,W306,WEST 2,MG SHAHDOL,SHAHDOL,KHAT,KHATWANI MOTORS PVT LTD,MADHYA PRADESH
WU08,WEST,III,W306,WEST 2,"MG KHATWANI, KATNI",KATNI,KHAT,KHATWANI MOTORS PVT LTD,MADHYA PRADESH
WU09,WEST,III,W306,WEST 2,"MG KHATWANI, DAMOH",DAMOH,KHAT,KHATWANI MOTORS PVT LTD,MADHYA PRADESH
WS17,WEST,III,WS17,WEST 2,MG CHHINDWARA,CHHINDWARA,PAPL,PATODI AUTOMOBILES PVT.LT,MADHYA PRADESH
WW16,WEST,III,WS16,WEST 2,MG CHHINDWARA SERVICE,CHHINDWARA,PAPL,PATODI AUTOMOBILES PVT.LT,MADHYA PRADESH
W307,WEST,III,W307,WEST 2,MG GWALIOR,GWALIOR,SUME,SUMEDHA VEHICLES PVT LTD,MADHYA PRADESH
WN31,WEST,III,W307,WEST 2,MG SHIVPURI,SHIVPURI,SUME,SUMEDHA VEHICLES PVT LTD,MADHYA PRADESH
W309,WEST,III,W309,WEST 1,MG SOLAPUR,SOLAPUR,GANC,GANDHI CARS,MAHARASHTRA
W314,WEST,III,W314,WEST 1,MG JALGAON,JALGAON,SULP,SARASWATI UNICORP LLP,MAHARASHTRA
JS01,DIRECT SALES,,JS01,DIRECT SALES,JSW STEEL LIMITED,MUMBAI,JS01,JSW STEEL LIMITED,MAHARASHTRA
WS24,WEST,,WS24,WEST 1,MG MUMBAI EAST,MUMBAI,AERO,AEROMARK CARS PVT LTD,MAHARASHTRA
WW25,WEST,I+,WW25,WEST 1,MG MUMBAI EAST SERVICE,MUMBAI,AERO,AEROMARK CARS PVT LTD,MAHARASHTRA
W302,WEST,I+,W302,WEST 1,MG MUMBAI WEST,MUMBAI,ARNV,KRISHIV AUTO AGENCIES,MAHARASHTRA
WE04,WEST,,WE04,WEST 1,MG MUMBAI MALAD,MUMBAI,ARNV,KRISHIV AUTO AGENCIES,MAHARASHTRA
WN30,WEST,III,WN30,WEST 1,MG MALAD,MUMBAI,ARNV,KRISHIV AUTO AGENCIES,MAHARASHTRA
WS11,WEST,,WS11,WEST 1,MG MUMBAI SOUTH,MUMBAI,ARNV,KRISHIV AUTO AGENCIES,MAHARASHTRA
WS22,WEST,,WS22,WEST 1,MG VASAI,MUMBAI,ARNV,KRISHIV AUTO AGENCIES,MAHARASHTRA
WW14,WEST,I+,W302,WEST 1,MG SOUTH MUMBAI SERVICE,MUMBAI,ARNV,KRISHIV AUTO AGENCIES,MAHARASHTRA
WW15,WEST,I,W302,WEST 1,MG MALAD SERVICE,MUMBAI,ARNV,KRISHIV AUTO AGENCIES,MAHARASHTRA
W304,WEST,I,W304,WEST 1,MG PUNE WAKAD,PUNE,BUBH,B.U BHANDARI AUTO PVT LTD,MAHARASHTRA
W308,WEST,,W308,WEST 1,MG PUNE CENTRAL,PUNE,BUBH,B.U BHANDARI AUTO PVT LTD,MAHARASHTRA
W312,WEST,I,W312,WEST 1,MG PUNE EAST,PUNE,BUBH,B.U BHANDARI AUTO PVT LTD,MAHARASHTRA
WE01,WEST,,WE01,WEST 1,MG PUNE BUND GARDEN,PUNE,BUBH,B.U BHANDARI AUTO PVT LTD,MAHARASHTRA
WN12,WEST,III,WN12,WEST 1,MG BARAMATI,BARAMATI,BUBH,B.U BHANDARI AUTO PVT LTD,MAHARASHTRA
WN21,WEST,III,WN21,WEST 1,MG LATUR,LATUR,DHOO,DHOOT MOTORS AUTOTECH,MAHARASHTRA
WN29,WEST,III,WN29,WEST 1,MG NANDED,NANDED,DHOO,DHOOT MOTORS AUTOTECH,MAHARASHTRA
WS01,WEST,,WS01,WEST 1,MG AURANGABAD,AURANGABAD,DHOO,DHOOT MOTORS AUTOTECH,MAHARASHTRA
WW01,WEST,III,WW01,WEST 1,MG AURANGABAD SERVICE,AURANGABAD,DHOO,DHOOT MOTORS AUTOTECH,MAHARASHTRA
WN10,WEST,III,WS13,WEST 1,MG SHIRDI,SHIRDI,JITE,JITENDRA WHEELS PVT LTD.,MAHARASHTRA
WN13,WEST,III,WS13,WEST 1,MG JALGAON,JALGAON,JITE,JITENDRA WHEELS PVT LTD.,MAHARASHTRA
WN14,WEST,III,WN14,WEST 1,MG DHULE,DHULE,JITE,JITENDRA WHEELS PVT LTD.,MAHARASHTRA
WN27,WEST,III,WN27,WEST 1,MG AHMEDNAGAR,AHMEDNAGAR,JITE,JITENDRA WHEELS PVT LTD.,MAHARASHTRA
WS13,WEST,,WS13,WEST 1,MG NASHIK,NASHIK,JITE,JITENDRA WHEELS PVT LTD.,MAHARASHTRA
WW12,WEST,II,WW12,WEST 1,MG NASHIK SERVICE,NASHIK,JITE,JITENDRA WHEELS PVT LTD.,MAHARASHTRA
WS23,WEST,,WS23,WEST 1,MG PUNE PCMC,PUNE,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,MAHARASHTRA
WW24,WEST,I+,WW24,WEST 1,MG PUNE PCMC SERVICE,PUNE,JUBM,JUBILANT MOTORWORKS PRIVATE LIMITED,MAHARASHTRA
WS26,WEST,,WS26,WEST 1,"MG MODI CARS, PANVEL - SALES",MUMBAI,MODI,CARNEXT AUTO PVT LTD,MAHARASHTRA
WW28,WEST,I+,WW28,WEST 1,"MG CARNEXT, PANVEL, SERVICE",PANVEL,MODI,CARNEXT AUTO PVT LTD,MAHARASHTRA
WU10,WEST,III,WS26,WEST 1,"MG CARNEXT, ALIBAUG, SALES & S",ALIBAUG,MODI,CARNEXT AUTO PVT LTD,MAHARASHTRA
WX01,WEST,,WX01,WEST 1,"MG CARNEXT, MIRA ROAD, SALES",MIRA ROAD,MODI,CARNEXT AUTO PVT LTD,MAHARASHTRA
W305,WEST,II,W305,WEST 1,MG NAGPUR,NAGPUR,NANG,NANGIA CARS PVT LTD,MAHARASHTRA
WN05,WEST,III,WN05,WEST 1,MG AMRAVATI,AMRAVATI,NANG,NANGIA CARS PVT LTD,MAHARASHTRA
WN28,WEST,III,WN28,WEST 1,MG CHANDRAPUR,CHANDRAPUR,NANG,NANGIA CARS PVT LTD,MAHARASHTRA
WE02,WEST,,WE02,WEST 1,MG NAVI MUMBAI,MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WN20,WEST,II,WN20,WEST 1,MG NAVI MUMBAI,NAVI MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WN26,WEST,I+,WN26,WEST 1,MG NAVI MUMBAI,NAVI MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WS06,WEST,,WS06,WEST 1,MG THANE,MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WS15,WEST,,WS15,WEST 1,MG CHEMBUR,MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WS18,WEST,,WS18,WEST 1,MG DOMBIVALI,MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WS19,WEST,,WS19,WEST 1,MG KALYAN,MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WW06,WEST,I+,WW06,WEST 1,MG THANE SERVICE,MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WW13,WEST,I+,WE02,WEST 1,MG NAVI MUMBAI SERVICE,NAVI MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WW22,WEST,I+,WW22,WEST 1,MG NAVI MUMBAI BODYSHOP,NAVI MUMBAI,TEJP,TEJPAL MOTORS PVT LTD,MAHARASHTRA
WN06,WEST,III,WS05,WEST 1,MG SANGLI,SANGLI,UNIQ,UNIQUE AUTOMOBILES,MAHARASHTRA
WN07,WEST,III,WN07,WEST 1,MG SATARA,SATARA,UNIQ,UNIQUE AUTOMOBILES,MAHARASHTRA
WN22,WEST,III,W309,WEST 2,MG SOLAPUR,SOLAPUR,UNIQ,UNIQUE AUTOMOBILES,MAHARASHTRA
WS05,WEST,,WS05,WEST 1,MG KOLHAPUR,KOLHAPUR,UNIQ,UNIQUE AUTOMOBILES,MAHARASHTRA
WW05,WEST,III,WW05,WEST 1,MG KOLHAPUR SERVICE,KOLHAPUR,UNIQ,UNIQUE AUTOMOBILES,MAHARASHTRA
WU07,WEST,,WU07,WEST 1,"MG UNIQUE, SANGLI - SALES",SANGLI,UNIQ,UNIQUE AUTOMOBILES,MAHARASHTRA
E306,EAST,III,E306,EAST 2,MG IMPHAL,IMPHAL,GMDS,GMDS MOTORS PVT LTD,MANIPUR
EW06,EAST,III,EW06,EAST 2,MG IMPHAL BODYSHOP,IMPHAL,GMDS,GMDS MOTORS PVT LTD,MANIPUR
EX01,EXPORT,,EX01,EXPORT,EXPORT - NEPAL,EXPORT,EXPORT,EXPORT - NEPAL,NEPAL
EX200052,EXPORT,,EX200052,EXPORT,EXPORT - NEPAL,EXPORT,EXPORT,EXPORT - NEPAL,NEPAL
EX200060,EXPORT,,EX200060,EXPORT,EXPORT - NEPAL,EXPORT,EXPORT,EXPORT - NEPAL,NEPAL
EX200061,EXPORT,,EX200061,EXPORT,EXPORT - NEPAL,EXPORT,EXPORT,EXPORT - NEPAL,NEPAL
ES08,EAST,,ES08,EAST 1,MG SS STEELLOY,ROURKELA,SSSP,S S STEELLOY PVT LTD,ORISSA
E302,EAST,II,E302,EAST 1,MG BHUBANESWAR,BHUBANESWAR,EMPR,EMPREO WHEELS PVT. LTD,ORISSA
EN04,EAST,III,EN04,EAST 1,MG SAMBALPUR,SAMBALPUR,EMPR,EMPREO WHEELS PVT. LTD,ORISSA
EN05,EAST,III,EN13,EAST 1,MG ANGUL,ANGUL,EMPR,EMPREO WHEELS PVT. LTD,ORISSA
EN06,EAST,III,EN06,EAST 1,MG BALASORE,BALASORE,EMPR,EMPREO WHEELS PVT. LTD,ORISSA
EN07,EAST,III,EN07,EAST 2,MG KEONJHAR,KEONJHAR,EMPR,EMPREO WHEELS PVT. LTD,ORISSA
EN13,EAST,,EN13,EAST 1,MG ANGUL,ANGUL,EMPR,EMPREO WHEELS PVT. LTD,ORISSA
EW08,EAST,II,E302,EAST 1,MG CUTTACK BODYSHOP,CUTTACK,EMPR,EMPREO WHEELS PVT. LTD,ORISSA
EU12,EAST,,EN04,EAST 1,MG ROURKELA,ROURKELA,EMPR,EMPREO WHEELS PVT. LTD,ORISSA
ES07,EAST,,ES07,EAST 1,"MG CENTRAL, KHANDAGIRI-SALES",BHUBANESWAR,SSAP,SUPER SALES AUTOMOBILES PVT LMT,ORISSA
EW10,EAST,I,ES07,EAST 1,MG BHUBANESWAR CENTRAL,BHUBANESWAR,SSAP,SUPER SALES AUTOMOBILES PVT LMT,ORISSA
S315,SOUTH,III,S315,SOUTH 2,MG PUDUCHERRY,ARIYANKUPPAM,FPLA,FPL VEHICLES PVT LTD,PUDUCHERRY
